"item","group1","group2","vars","n","mean","sd"
"fBodyGyro-std()-X6","598","SITTING","2",75,24,-0.98759298875,0.017287285301209
"fBodyGyro-std()-X7","599","STANDING","2",75,31,-0.972862839677419,0.031301204072679
"fBodyGyro-std()-X8","600","WALKING","2",75,21,-0.620782813333333,0.038533315246902
"fBodyGyro-std()-Y1","601","LAYING","1",76,27,-0.931874632962963,0.103400395780308
"fBodyGyro-std()-Y2","602","SITTING","1",76,24,-0.936207560833333,0.164437392278825
"fBodyGyro-std()-Y3","603","STANDING","1",76,27,-0.989270714814815,0.013312550662725
"fBodyGyro-std()-Y4","604","WALKING","1",76,22,0.005153575777273,0.070299150775699
"fBodyGyro-std()-Y5","605","LAYING","2",76,24,-0.981974905,0.019188372546319
"fBodyGyro-std()-Y6","606","SITTING","2",76,24,-0.979356240833333,0.014302086728712
"fBodyGyro-std()-Y7","607","STANDING","2",76,31,-0.964628680645161,0.043935584968392
"fBodyGyro-std()-Y8","608","WALKING","2",76,21,-0.52380729952381,0.030060456846743
"fBodyGyro-std()-Z1","609","LAYING","1",77,27,-0.902158145925926,0.13277313885056
"fBodyGyro-std()-Z2","610","SITTING","1",77,24,-0.920874064583333,0.131886339678598
"fBodyGyro-std()-Z3","611","STANDING","1",77,27,-0.986120782962963,0.01813681693479
"fBodyGyro-std()-Z4","612","WALKING","1",77,22,-0.422507502727273,0.05125233887361
"fBodyGyro-std()-Z5","613","LAYING","2",77,24,-0.965937995,0.040655719796033
"fBodyGyro-std()-Z6","614","SITTING","2",77,24,-0.964834665833333,0.035318527439852
"fBodyGyro-std()-Z7","615","STANDING","2",77,31,-0.962819250322581,0.046645781096349
"fBodyGyro-std()-Z8","616","WALKING","2",77,21,-0.571991104285714,0.04220694059537
"fBodyAccMag-std()1","617","LAYING","1",78,27,-0.749916842444444,0.399519679653072
"fBodyAccMag-std()2","618","SITTING","1",78,24,-0.887146880833333,0.219632530188536
"fBodyAccMag-std()3","619","STANDING","1",78,27,-0.984370071111111,0.031178518658739
"fBodyAccMag-std()4","620","WALKING","1",78,22,-0.4022215,0.033302347426275
"fBodyAccMag-std()5","621","LAYING","2",78,24,-0.973131355833333,0.036349041032427
"fBodyAccMag-std()6","622","SITTING","2",78,24,-0.972636359583333,0.032680897084249
"fBodyAccMag-std()7","623","STANDING","2",78,31,-0.957629905483871,0.059500123640383
"fBodyAccMag-std()8","624","WALKING","2",78,21,-0.598513267619048,0.03015445965273
"fBodyBodyAccJerkMag-std()1","625","LAYING","1",79,27,-0.886691801481482,0.205489946001868
"fBodyBodyAccJerkMag-std()2","626","SITTING","1",79,24,-0.971997737916667,0.057942043420504
"fBodyBodyAccJerkMag-std()3","627","STANDING","1",79,27,-0.993394133703704,0.003541955927398
"fBodyBodyAccJerkMag-std()4","628","WALKING","1",79,22,-0.193007775636364,0.084904508461432
"fBodyBodyAccJerkMag-std()5","629","LAYING","2",79,24,-0.9881861125,0.022161965695284
"fBodyBodyAccJerkMag-std()6","630","SITTING","2",79,24,-0.988284847916667,0.010318897944529
"fBodyBodyAccJerkMag-std()7","631","STANDING","2",79,31,-0.968524467096774,0.039862245476665
"fBodyBodyAccJerkMag-std()8","632","WALKING","2",79,21,-0.258952170952381,0.081271281427986
"fBodyBodyGyroMag-std()1","633","LAYING","1",80,27,-0.779773025555556,0.357742371731563
"fBodyBodyGyroMag-std()2","634","SITTING","1",80,24,-0.90002442625,0.203782431623447
"fBodyBodyGyroMag-std()3","635","STANDING","1",80,27,-0.983422995925926,0.025561420366711
"fBodyBodyGyroMag-std()4","636","WALKING","1",80,22,-0.323772045454545,0.049295256917813
"fBodyBodyGyroMag-std()5","637","LAYING","2",80,24,-0.962806119583333,0.058706609216351
"fBodyBodyGyroMag-std()6","638","SITTING","2",80,24,-0.9646959875,0.047291481001265
"fBodyBodyGyroMag-std()7","639","STANDING","2",80,31,-0.950120609032258,0.071643653539929
"fBodyBodyGyroMag-std()8","640","WALKING","2",80,21,-0.65277122952381,0.044216596886958
"fBodyBodyGyroJerkMag-std()1","641","LAYING","1",81,27,-0.912847240740741,0.155840567799266
"fBodyBodyGyroJerkMag-std()2","642","SITTING","1",81,24,-0.978948183333333,0.050356371763706
"fBodyBodyGyroJerkMag-std()3","643","STANDING","1",81,27,-0.996418094444444,0.003185017263436
"fBodyBodyGyroJerkMag-std()4","644","WALKING","1",81,22,-0.418260218181818,0.072936259554333
"fBodyBodyGyroJerkMag-std()5","645","LAYING","2",81,24,-0.99028768625,0.020550882445551
"fBodyBodyGyroJerkMag-std()6","646","SITTING","2",81,24,-0.9922836325,0.00595823531862
"fBodyBodyGyroJerkMag-std()7","647","STANDING","2",81,31,-0.97183705483871,0.042761493277645
"fBodyBodyGyroJerkMag-std()8","648","WALKING","2",81,21,-0.700584811428571,0.058432496271068
